"X_id","latest_count_id","latest_count_type","latest_count_date_start","latest_count_date_end","latest_count_duration","location_name","longitude","latitude","centreline_id","avg_daily_vol","avg_weekday_daily_vol","avg_weekend_daily_vol","avg_wkdy_am_peak_start","avg_wkdy_am_peak_vol","avg_wkdy_pm_peak_start","avg_wkdy_pm_peak_vol","avg_speed","avg_85th_percentile_speed","avg_95th_percentile_speed","avg_heavy_pct"
427,3010137,"ATR_SPEED_VOLUME","2024-06-11","2024-06-13",72,"Longbourne Dr: Westgrove Park Trl - Westwynd Crt",-79.5674098809353,43.6805689153477,30092285,1494.7,1494.7,NA,"08:15:00",87.3,"16:45:00",130.3,28.5,33.6,34.9,NA
428,3010136,"ATR_SPEED_VOLUME","2024-06-11","2024-06-13",72,"Pharmacy Ave: Penworth Rd - Terraview Blvd",-79.312845,43.7653,108768,4949.3,4949.3,NA,"08:15:00",375.7,"15:00:00",375.3,30.4,34.2,36.6,NA
429,3010135,"ATR_SPEED_VOLUME","2024-06-11","2024-06-13",72,"Pharmacy Ave: Christina Cres - Christina Cres",-79.3111,43.761155,109157,7851,7851,NA,"08:15:00",593.7,"16:15:00",654.3,33,37.4,39.4,NA
430,3010126,"ATR_SPEED_VOLUME","2024-06-11","2024-06-13",72,"Moynes Ave: Ln N The Queensway E Holbrooke - Daniels St",-79.49893,43.628105,20048618,491.3,491.3,NA,"08:15:00",50,"15:00:00",43.3,25.1,29.6,33,NA
431,3009838,"ATR_SPEED_VOLUME","2024-06-11","2024-06-13",72,"Ln N Danforth W Logan: Ln N Danforth E Arundel - Logan Ave",-79.349905,43.678355,20110694,86.7,86.7,NA,"07:45:00",3.7,"17:45:00",10,11.5,18.4,23.1,NA
432,3009821,"ATR_SPEED_VOLUME","2024-06-11","2024-06-13",72,"Everden Rd: Gloucester Grv - Ben Nobleman Park Trl",-79.43556,43.69764,30095244,875.3,875.3,NA,"08:00:00",62.3,"16:30:00",72.7,35.2,44.2,49.2,NA
433,3009498,"ATR_SPEED_VOLUME","2024-06-11","2024-06-11",24,"Renforth Dr: Elmbrook Cres - Gentian Dr",-79.5850421823455,43.6636263051909,910405,14620,14620,NA,"08:00:00",1394,"16:45:00",1530,33.9,38.5,41.6,NA
434,3009495,"ATR_SPEED_VOLUME","2024-06-11","2024-06-11",24,"Dufferin St: Keywest Ave - Hunter Ave",-79.44935,43.693495,9741259,27039,27039,NA,"08:00:00",1863,"16:00:00",2206,31.2,36,39,NA
435,3009194,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Pitt Ave: Donside Dr - Conroy Ave",-79.2915842169682,43.7011875152996,112718,265.3,265.3,NA,"08:00:00",25,"17:30:00",25.3,30.9,39.8,44.6,NA
436,3010121,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Fuller Ave: Ln 1 N Queen E Fuller - Marion St",-79.43968,43.641645,20005783,354.3,354.3,NA,"08:15:00",28,"16:15:00",29.3,23.2,33.5,38.7,NA
437,3009073,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Guildwood Pkwy: Forsythia Dr - Schubert Dr",-79.186785,43.750245,109865,5337,5337,NA,"08:15:00",565.7,"15:00:00",480.7,40.1,47.9,52.4,NA
438,3010122,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Grangeway Ave: Ellesmere Rd - Lrtc Li",-79.2492912268466,43.7738784387784,30014885,5919.7,5919.7,NA,"08:00:00",372.7,"16:30:00",574.3,38.8,46.1,49.7,NA
439,3009761,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Islington Ave: Rexdale Blvd - Bergamot Ave",-79.5553639999831,43.7156208332982,907960,30594,30594,NA,"08:15:00",1657.7,"17:00:00",1987.7,37.2,47.6,53.2,NA
440,3009193,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Claremore Ave: Mewburn Ave - Park St",-79.256045,43.709175,112354,548.7,548.7,NA,"08:00:00",53.7,"16:30:00",51,34.9,44.3,49.2,NA
441,3010117,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Snapdragon Dr: Boneset Rd - Clematis Rd",-79.3325127034486,43.775748078161,438118,157.3,157.3,NA,"07:30:00",9.3,"17:45:00",17.7,23.9,34,39,NA
442,3010112,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Peveril Hill S: Avenal Dr - Ava Rd",-79.4251183996952,43.6968578658974,7659,422.3,422.3,NA,"08:00:00",67,"15:15:00",34,30.9,39.8,44.5,NA
443,3009674,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Millersgrove Dr: Hidden Trail Park Trl - Fisherville Rd",-79.4588088773614,43.7858493553217,30097031,405,405,NA,"08:45:00",30.7,"18:45:00",31.7,38.8,48,53,NA
444,3009706,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"McLevin Ave: near Malvern St",-79.2366001962813,43.8006818073761,2119589,15604.3,15604.3,NA,"08:15:00",1134.7,"15:15:00",1300.7,49.9,58.4,63.7,NA
445,3009711,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Tapscott Rd: near Crow Trl",-79.231276618914,43.807436254847,7448922,20797.7,20797.7,NA,"08:15:00",1474,"16:30:00",1703.7,51.6,58.9,64.2,NA
446,3010123,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Confederation Dr: Scarborough Golf Club Rd - Karen Ann Cres",-79.2129203607145,43.7576019278571,109337,1286,1286,NA,"08:30:00",81.3,"15:00:00",109.3,36.6,43.9,48.7,NA
447,3010116,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Everson Dr: Avondale Park Trl - Avondale Park Trl",-79.40696,43.75741,30100206,1809,1809,NA,"07:45:00",183.7,"16:45:00",144,33.2,42.5,47.5,NA
448,3010124,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Confederation Dr: Summerbridge Rd - Tingle Cres",-79.2089,43.758515,109219,740.3,740.3,NA,"08:15:00",41.7,"17:45:00",68,29.4,39.2,44.2,NA
449,3009139,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Kalmar Ave: Hollis Ave - Hollis Kalmar Park Trl",-79.270115,43.694,30101238,1020.7,1020.7,NA,"08:00:00",76.7,"15:15:00",160.7,33.8,42,44.9,NA
450,3010125,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Danzig St: Marlena Dr - Betty Frank Gt",-79.1869,43.76444,108616,2042,2042,NA,"07:45:00",158.3,"17:15:00",207.3,36.7,44.1,49.3,NA
451,3007389,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Starspray Blvd: Clearlake Ave - West Rouge Park Trl",-79.126675,43.79226,30103136,734.3,734.3,NA,"08:30:00",44.3,"17:45:00",66,36.4,44.5,49.3,NA
452,3010111,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Wychcrest Ave: Ln W Melita Cres S Wychcrest - Tony Silipo Way",-79.42489,43.67278,14004103,500.3,500.3,NA,"08:15:00",41.3,"15:00:00",44,27.9,37,41.2,NA
453,3010085,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Nymark Ave: Lescon Park Trl - Hollybrook Cres",-79.3608016171081,43.7802131062656,30101117,2527.3,2527.3,NA,"08:00:00",223.7,"17:15:00",214.7,42.2,49.2,54.2,NA
454,3009842,"ATR_SPEED_VOLUME","2024-06-04","2024-06-06",72,"Neilson Rd: Neilson Park Trl - Neilson Park Trl",-79.226245,43.8133,30062620,16790,16790,NA,"08:00:00",1242,"17:00:00",1293,51.6,58.8,64,NA
455,3009767,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Norfield Cres: near The Elms Park Trl",-79.5503066598745,43.7192699898118,30058073,3007.3,3007.3,NA,"08:15:00",240.7,"17:00:00",269,44.3,51.7,56.4,NA
456,3009770,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Irwin Rd: West Humber Trl - Turpin Ave",-79.5546789807896,43.7261276907587,30001150,2162.7,2162.7,NA,"08:15:00",250,"17:00:00",171.3,51.2,59.7,66.8,NA
457,3009831,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Livingstone Ave: Times Rd - Jimmy Wisdom Way",-79.4461583552598,43.6974120741377,7601,1815.7,1815.7,NA,"08:00:00",155,"15:30:00",197.3,33.3,41.5,46.4,NA
458,3009815,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Madison Ave: Macpherson Ave - Davenport Rd",-79.406635,43.67693,7986341,714.3,714.3,NA,"08:15:00",84,"17:00:00",80.7,25.9,36.9,42.6,NA
459,3009795,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Kingslake Rd: Gleneagle Cres - Koven Pl",-79.3423766863529,43.7834344969411,437528,3574,3574,NA,"08:15:00",331.3,"17:15:00",357.7,43.5,49.5,54.2,NA
460,3008388,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Leduc Dr: near Torbolton Dr",-79.5595815247843,43.7177339628442,9667292,2658.3,2658.3,NA,"08:15:00",198.7,"16:15:00",209.7,48.1,57.3,63.4,NA
461,3009769,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Tandridge Cres: Arcot Blvd - Summerlea Park Trl",-79.549631810496,43.7286087411072,30083324,1777.7,1777.7,NA,"08:15:00",119.3,"14:45:00",124.3,35.8,44.4,49.3,NA
462,3009768,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Elmhurst Dr: Turpin Ave - Urban Crt",-79.555875,43.72384,907600,7747.7,7747.7,NA,"08:00:00",688.3,"14:45:00",633.3,45.6,53.2,58.4,NA
463,3009766,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Bergamot Ave: Auburndale Crt - Kliburn Pl",-79.5534411167578,43.718372282307,907855,3512,3512,NA,"08:30:00",251.3,"17:00:00",316.3,36.9,44.7,49.3,NA
464,3009765,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Burrard Rd: Hadrian Dr - Caulfield Rd",-79.55314,43.71561,907969,3887.3,3887.3,NA,"08:15:00",331.7,"15:00:00",338,43.3,51.3,55,NA
465,3009764,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Allenby Ave: Burrard Rd - Conan Rd",-79.550155,43.712145,10011157,1749,1749,NA,"08:30:00",126.3,"18:00:00",137.3,42.6,49.9,55,NA
466,3009715,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Fort York Blvd: Canoe Landing Park Trl - Canoe Landing Park Trl",-79.3963643541254,43.6398551113577,30036751,7732.7,7732.7,NA,"09:00:00",464.3,"18:45:00",489.7,35,44.4,49.4,NA
467,3009781,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Treelawn Pkwy: North Park Dr - Circle Ridge",-79.4715617063573,43.7139486864779,9531475,349,349,NA,"07:45:00",26.3,"18:15:00",29,38.2,47.7,52.9,NA
468,3009783,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Lawnside Dr: Nile St - Hysel Rd",-79.4997287717213,43.7141958285064,445690,243.3,243.3,NA,"07:45:00",18.3,"14:30:00",20,35.3,44.7,49.7,NA
469,3010087,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Alcina Ave: Ln 2 W Bathurst N Alcina - Wychwood Ave",-79.420095,43.67947,14004063,1512.3,1512.3,NA,"08:00:00",188.7,"16:45:00",151.3,25.5,33.6,38.2,NA
470,3009793,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Kingslake Rd: Allenbury Gdns - Lisburn Cres",-79.343705,43.78125,437688,3687.7,3687.7,NA,"08:15:00",339.3,"17:15:00",366.3,43.9,51.3,56.2,NA
471,3009779,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Rustic Rd: North Park Trl - Connie St",-79.4732599160474,43.7203020470134,30006672,1188,1188,NA,"07:45:00",129,"16:30:00",75,41,51.9,57.1,NA
472,3009780,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Dorsey Dr: Haverhill Crcl - Crioline Rd",-79.4835555968476,43.71581,445441,627.3,627.3,NA,"07:30:00",71,"14:30:00",52.3,40.6,49.3,54.4,NA
473,3009778,"ATR_SPEED_VOLUME","2024-05-28","2024-05-28",24,"Wyndale Dr: Battersea Cres - Manresa Lane",-79.4854308043415,43.7089720434797,10035183,795,795,NA,"08:00:00",118,"14:45:00",103,23.3,32.7,37.1,NA
474,3009775,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Marlee Ave: Livingstone Ave - Belgravia Ave",-79.439835,43.69918,4989811,7856.3,7856.3,NA,"08:45:00",504.7,"18:30:00",555.7,37.7,47.8,52.7,NA
475,3009774,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Marlee Ave: Beltline Trl - Roselawn Ave",-79.44087,43.70171,60001794,11056.3,11056.3,NA,"08:00:00",858.7,"16:15:00",784.7,35,43.2,47.8,NA
476,3009782,"ATR_SPEED_VOLUME","2024-05-28","2024-05-30",72,"Maple Leaf Dr: MacLeod St - Jay St",-79.477475,43.71531,8313287,971,971,NA,"08:15:00",97.3,"15:15:00",84.3,35.1,43,47.8,NA
477,3009829,"ATR_SPEED_VOLUME","2024-05-21","2024-05-23",72,"Woodlawn Ave E: Yonge St - David A Balfour Park Trl",-79.3905952679101,43.6843199227575,3814295,363.3,363.3,NA,"09:15:00",24,"18:00:00",30,26.3,34.6,39.4,NA
478,3009828,"ATR_SPEED_VOLUME","2024-05-21","2024-05-23",72,"Rosehill Ave: Ln 1 E Yonge S Pleasant - David A Balfour Park Trl",-79.3917906049351,43.6865577511617,60014007,3829,3829,NA,"08:00:00",320.3,"14:45:00",328.3,34.2,42.9,47.5,NA
479,3008950,"ATR_SPEED_VOLUME","2024-05-17","2024-05-19",72,"Kebral Ave: Harjolyn Dr - Shaver Ave S",-79.54609,43.63305,912753,536.7,536.7,NA,"08:00:00",59,"15:45:00",55,30.1,43.8,50,NA
480,3009745,"ATR_SPEED_VOLUME","2024-05-14","2024-05-16",72,"Dale Ave: near Senator Blvd",-79.2056085550858,43.7523771483047,109756,648,648,NA,"07:45:00",65.7,"17:15:00",53.3,31.4,38.2,42.2,NA
481,3009743,"ATR_SPEED_VOLUME","2024-05-14","2024-05-16",72,"Holmfirth Ter: Stevenvale Dr - Vanwart Dr",-79.2182172314964,43.7599020525075,60013497,2251,2251,NA,"08:30:00",206,"15:30:00",197.7,36.2,44.6,49.9,NA
482,3009744,"ATR_SPEED_VOLUME","2024-05-14","2024-05-16",72,"Dale Ave: Pin Lane - Saunders Rd",-79.20959,43.750325,30030929,1829.3,1829.3,NA,"08:30:00",137.7,"16:45:00",145.7,34.2,42.6,47.4,NA
483,3009701,"ATR_SPEED_VOLUME","2024-05-14","2024-05-16",72,"Tapscott Rd: Blackwell Ave - 80 Tapscott Rd",-79.2214584915918,43.8053507412035,6947359,11670.3,11670.3,NA,"08:00:00",907,"15:15:00",963.3,48.4,56.3,61.4,NA
484,3009705,"ATR_SPEED_VOLUME","2024-05-14","2024-05-16",72,"McLevin Ave: Liben Way - Pinery Trl",-79.224635,43.806825,14236854,9260,9260,NA,"08:15:00",791,"15:00:00",766.3,50.7,58.7,64.3,NA
485,3009708,"ATR_SPEED_VOLUME","2024-05-14","2024-05-16",72,"Berner Trl: Hutcherson Sq - Hatchet Pl",-79.2203879744923,43.8008745536152,104887,2490,2490,NA,"08:00:00",229,"15:00:00",196.7,40.1,48,52.9,NA
486,3009714,"ATR_SPEED_VOLUME","2024-05-14","2024-05-16",72,"Avenue Rd: Dupont St - Macpherson Ave",-79.3977,43.6774,1140829,47288.7,47288.7,NA,"08:15:00",3089.7,"17:15:00",3430.7,32.8,44.6,49.9,NA
487,3009425,"ATR_SPEED_VOLUME","2024-05-14","2024-05-16",72,"Sidney Belsey Cres: Portage Gardens Park Trl - Rivers Edge Dr",-79.50753,43.69137,30107763,1318,1318,NA,"08:15:00",158.3,"15:00:00",144,32.3,39.7,44.4,NA
488,3009772,"ATR_SPEED_VOLUME","2024-05-14","2024-05-16",72,"Janray Dr: Fortune Gt - Chandler Dr",-79.2192319549024,43.7627487354723,108833,947.7,947.7,NA,"08:00:00",114.7,"14:45:00",92.3,31.6,39.1,43.5,NA
489,3009746,"ATR_SPEED_VOLUME","2024-05-14","2024-05-16",72,"Randall Cres: Harewood Ave - Anson Ave",-79.2373769368775,43.7243373421937,111651,193.3,193.3,NA,"08:15:00",21.3,"14:45:00",22.7,28.3,36.4,39.1,NA
490,3009679,"ATR_SPEED_VOLUME","2024-05-07","2024-05-09",72,"Robinson St: Euclid Ave - Manning Ave",-79.4087358532655,43.6479890558221,10864674,2643,2643,NA,"08:15:00",207.7,"15:00:00",253,24.7,32.4,34.8,NA
491,3009673,"ATR_SPEED_VOLUME","2024-05-07","2024-05-09",72,"Broadway Ave: Rawlinson Ave - Corinth Gdns",-79.3874189227348,43.7118846495127,14066479,4884.7,4884.7,NA,"08:15:00",415,"14:15:00",447.7,30.7,37.6,39.9,NA
492,3009672,"ATR_SPEED_VOLUME","2024-05-07","2024-05-09",72,"Broadway Ave: Walder Ave - McBain Ave",-79.381825,43.71302,445615,5693,5693,NA,"08:00:00",473.7,"17:00:00",596.3,23.1,31.2,34.5,NA
493,3009628,"ATR_SPEED_VOLUME","2024-05-07","2024-05-09",72,"Lombard St: Victoria St - Spice Mill Lane",-79.37683,43.651455,14036955,1324,1324,NA,"08:15:00",106.7,"16:45:00",118.7,23.1,33.8,39.2,NA
494,3009205,"ATR_SPEED_VOLUME","2024-05-07","2024-05-09",72,"Summitcrest Dr: Kylemore Cres - Kingsgate Cres",-79.53064,43.68531,909188,3495.3,3495.3,NA,"08:15:00",365.7,"14:45:00",331.3,42.9,49.5,54.4,NA
495,3009718,"ATR_SPEED_VOLUME","2024-05-07","2024-05-09",72,"Queensdale Ave: Linsmore Cres - Monarch Park Ave",-79.3304673306199,43.6870157403393,1795,590,590,NA,"07:45:00",116,"14:30:00",60.7,26.5,37.2,42.2,NA
496,3009720,"ATR_SPEED_VOLUME","2024-05-07","2024-10-03",3600,"Farr Ave: near Kipling Ave",-79.5811522583794,43.7440835991401,906776,354.2,354.2,NA,"08:30:00",30.8,"17:00:00",28.8,24.1,32.7,34.9,NA
497,3009742,"ATR_SPEED_VOLUME","2024-05-07","2024-05-09",72,"Fairford Ave: Hiawatha Rd - Ashdale Ave",-79.323325,43.67441,1141166,2674,2674,NA,"08:15:00",249.3,"15:15:00",256.7,29.1,34.6,38.8,NA
498,3009699,"ATR_SPEED_VOLUME","2024-05-07","2024-05-09",72,"Robindale Ave: Horner Ave - Rimilton Ave",-79.53061,43.60617,914263,400.3,400.3,NA,"07:45:00",44,"16:45:00",35.3,35.2,46.7,52.4,NA
499,3009689,"ATR_SPEED_VOLUME","2024-05-07","2024-05-09",72,"Cathedral Bluffs Dr: Purley Cres - Earl Rd",-79.2301472237194,43.7232451295871,111708,1996.3,1996.3,NA,"08:15:00",366.7,"15:00:00",241.3,34.8,42.7,47,NA
500,3009644,"ATR_SPEED_VOLUME","2024-05-03","2024-05-09",168,"Finch Ave W: Woodbine Downs Blvd - Humber College Blvd",-79.608315,43.73391,907223,17013.6,17013.6,NA,"08:15:00",948,"15:30:00",1233.6,49.8,59.7,66.9,NA
501,3009617,"ATR_SPEED_VOLUME","2024-04-30","2024-05-02",72,"Marcella St: Summerbridge Rd - Susan St",-79.20867,43.760255,109084,975.7,975.7,NA,"08:15:00",69.3,"18:15:00",80,40.5,48.5,53.5,NA
502,3009618,"ATR_SPEED_VOLUME","2024-04-30","2024-05-02",72,"Lynnbrook Dr: Sunderland Cres - Sunderland Cres",-79.2435790545637,43.7724217566391,107868,784,784,NA,"08:00:00",67,"15:00:00",72,40,48.3,53.3,NA
503,3009537,"ATR_SPEED_VOLUME","2024-04-30","2024-05-02",72,"Gamble Ave: Pape Ave - Gamble Playground Trl",-79.3482,43.69058,30111686,1517,1517,NA,"08:30:00",131.3,"17:15:00",142,30.9,39.2,44.2,NA
504,3009619,"ATR_SPEED_VOLUME","2024-04-30","2024-05-02",72,"Lynnbrook Dr: Denver Pl - Aveline Cres",-79.248945,43.76888,108256,1366,1366,NA,"08:00:00",97,"14:45:00",120,37.2,44,48.5,NA
505,3009620,"ATR_SPEED_VOLUME","2024-04-30","2024-05-02",72,"Lynnbrook Dr: Stoneton Dr - Earlthorpe Cres",-79.2489743759761,43.7709924992191,108076,607,607,NA,"07:45:00",53.7,"14:45:00",60.3,32,38.9,43.5,NA
506,3009465,"ATR_SPEED_VOLUME","2024-04-30","2024-05-02",72,"Viewbank Rd: Queensgrove Rd - Valhalla Blvd",-79.2680786715027,43.6874621992746,113117,516.3,516.3,NA,"07:45:00",52.3,"16:00:00",51.7,27.2,32.9,34.7,NA
507,3009624,"ATR_SPEED_VOLUME","2024-04-30","2024-05-02",72,"Confederation Dr: Palacky St - Holton Rd",-79.216220266074,43.7557779467852,109457,1615.7,1615.7,NA,"08:30:00",119.7,"15:15:00",145.7,33.9,42.2,46.9,NA
508,3009621,"ATR_SPEED_VOLUME","2024-04-30","2024-05-02",72,"Lynnbrook Dr: Acre Heights Cres - Acre Heights Cres",-79.2471425088613,43.7670200212671,108510,795.3,795.3,NA,"08:00:00",66.7,"14:45:00",79.7,39.9,48.9,54.1,NA
509,3009622,"ATR_SPEED_VOLUME","2024-04-30","2024-05-02",72,"Stevenwood Rd: Confederation Dr - Markham Rd",-79.2226162446115,43.7550993248506,109540,1073,1073,NA,"08:30:00",114,"15:00:00",113.7,36.6,44.1,49.2,NA
510,3009625,"ATR_SPEED_VOLUME","2024-04-30","2024-05-02",72,"Confederation Dr: Stevenvale Dr - Kollar Dr",-79.2189,43.75561,109482,2528.7,2528.7,NA,"08:30:00",186.3,"15:00:00",208.7,33.3,39.3,43.9,NA
511,3009623,"ATR_SPEED_VOLUME","2024-04-30","2024-05-02",72,"Confederation Dr: Van Allan Rd - Stevenwood Rd",-79.2222933270008,43.7562466492522,109495,2000,2000,NA,"08:30:00",121,"16:45:00",163.7,39.4,47.6,53,NA
512,3009604,"ATR_SPEED_VOLUME","2024-04-30","2024-05-02",72,"Sweeney Dr: Prestbury St - Penryn Ave",-79.30999,43.73626,442762,1838,1838,NA,"08:00:00",207.7,"16:30:00",162,42.3,49.6,54.9,NA
513,3009603,"ATR_SPEED_VOLUME","2024-04-30","2024-05-02",72,"Sweeney Dr: Sloane Ave - Gretna Ave",-79.3140037124937,43.7353708352228,442884,1457.3,1457.3,NA,"08:00:00",133.3,"17:15:00",133,39.1,48,52.9,NA
514,3009602,"ATR_SPEED_VOLUME","2024-04-30","2024-05-02",72,"Sweeney Dr: Daleside Cres - Anewen Dr",-79.31837,43.734535,443016,1179.3,1179.3,NA,"08:00:00",93.7,"17:15:00",101.7,38.7,47.4,52.6,NA
515,3009601,"ATR_SPEED_VOLUME","2024-04-30","2024-05-02",72,"Sweeney Dr: Daleside Cres - Sundial Cres",-79.3206939283973,43.7327907468007,443213,876,876,NA,"07:45:00",68,"18:00:00",75.7,38.9,46.6,51.7,NA
516,3009616,"ATR_SPEED_VOLUME","2024-04-30","2024-05-02",72,"Marcella St: Gracemount Cres - Mayhill Cres",-79.21327,43.759265,109171,1360,1360,NA,"08:30:00",91.3,"17:45:00",109.7,38.8,47.3,52.8,NA
517,3009615,"ATR_SPEED_VOLUME","2024-04-30","2024-05-02",72,"Amberjack Blvd: Daventry Rd - Brimorton Dr",-79.2357814606352,43.7695031320501,108284,436,436,NA,"08:00:00",47,"17:45:00",39.7,34.9,43.1,47.9,NA
518,3009400,"ATR_SPEED_VOLUME","2024-04-23","2024-04-25",72,"Sedgemount Dr: Daventry Rd - Pandora Crcl",-79.2319131300519,43.7677977642487,108460,711.3,711.3,NA,"07:45:00",94,"14:15:00",73.7,36.7,44.4,49.1,NA
519,3008956,"ATR_SPEED_VOLUME","2024-04-23","2024-04-25",72,"Bathurst St: Lytton Blvd - Hillmount Ave",-79.427825,43.711025,8985217,33101.3,33101.3,NA,"08:00:00",2352,"16:45:00",2623.7,43.6,53.9,61.5,NA
520,3009058,"ATR_SPEED_VOLUME","2024-04-23","2024-04-25",72,"Spruce Hill Rd: Sarah McComb Lane - Sycamore Pl",-79.2893380925617,43.6737803781303,30078811,468,468,NA,"07:45:00",63.7,"14:30:00",48.7,28.7,38.1,42.7,NA
521,3009605,"ATR_SPEED_VOLUME","2024-04-23","2024-07-10",1896,"Ripley Ave: South Kingsway - Ormskirk Ave",-79.4750410317609,43.6378794444653,10906254,882.1,882.1,NA,"09:00:00",57.3,"16:15:00",93.5,20.9,30,35,NA
522,3009548,"ATR_SPEED_VOLUME","2024-04-23","2024-04-25",72,"Fairford Ave: Woodfield Rd - Ln E Woodfield S Fairford",-79.3246303946773,43.674118418267,20043220,997,997,NA,"08:45:00",95.3,"15:00:00",103,20.8,27.7,29.6,NA
523,3009547,"ATR_SPEED_VOLUME","2024-04-23","2024-04-25",72,"Fairford Ave: Craven Rd - Rhodes Ave",-79.32171,43.674775,1141077,3606,3606,NA,"08:15:00",307.7,"16:30:00",367,27.3,33.1,34.8,NA
524,3009546,"ATR_SPEED_VOLUME","2024-04-23","2024-04-25",72,"Thistle Down Blvd: Dashwood Cres - Dashwood Cres",-79.5558856688749,43.7407209973219,9779600,779,779,NA,"07:30:00",54.7,"16:45:00",64.3,39.5,46.9,51.4,NA
525,3009545,"ATR_SPEED_VOLUME","2024-04-23","2024-04-25",72,"Thistle Down Blvd: Albion Rd - Thistle Down Ter",-79.560684837642,43.7360591753466,907129,3989.7,3989.7,NA,"08:00:00",287.3,"17:00:00",320.3,39.4,47.7,52.6,NA
526,3009445,"ATR_SPEED_VOLUME","2024-04-23","2024-04-25",72,"Cosburn Ave: Haldon Ave - Westlake Ave",-79.3106,43.697315,1013,4667,4667,NA,"08:15:00",381,"16:15:00",489,35,41.6,44.7,NA
527,3009444,"ATR_SPEED_VOLUME","2024-04-23","2024-04-25",72,"Westlake Ave: Hamstead Ave - Cosburn Ave",-79.3094513101078,43.6972091442587,8322271,4457,4457,NA,"08:15:00",364,"16:15:00",479.3,31.6,37.1,39.5,NA
528,3009421,"ATR_SPEED_VOLUME","2024-04-23","2024-04-25",72,"Jeffcoat Dr: Jenson Crt - Billcar Rd",-79.5790083015143,43.7204309398414,8140596,1080,1080,NA,"08:00:00",102.7,"14:45:00",95.7,38.2,45,51.7,NA
529,3009420,"ATR_SPEED_VOLUME","2024-04-23","2024-04-25",72,"Jeffcoat Dr: Gunton Dr - Needham Dr",-79.575285,43.724975,907578,1001.7,1001.7,NA,"08:00:00",108.7,"14:45:00",103.7,40.8,49,54.5,NA
530,3009404,"ATR_SPEED_VOLUME","2024-04-23","2024-04-25",72,"Ben Stanton Blvd: Benfrisco Cres - Benfrisco Cres",-79.23874,43.758282804312,109314,967,967,NA,"07:45:00",77.7,"14:45:00",85,40.1,47.9,53.1,NA
531,3009403,"ATR_SPEED_VOLUME","2024-04-23","2024-04-25",72,"Poplar Rd: Coronation Dr - Danzig St",-79.189635,43.7627,108882,2071.7,2071.7,NA,"08:15:00",207,"15:00:00",172.7,43.9,51.5,56.5,NA
532,3009402,"ATR_SPEED_VOLUME","2024-04-23","2024-04-25",72,"Poplar Rd: Cultra Sq - Waldock St",-79.187885,43.758595,109242,1242.7,1242.7,NA,"08:15:00",108.7,"15:00:00",101,37.6,46.4,52,NA
533,3009401,"ATR_SPEED_VOLUME","2024-04-23","2024-04-25",72,"Poplar Rd: Dearham Wood - Portia St",-79.186295,43.754885,109594,1007.3,1007.3,NA,"08:00:00",113,"15:00:00",92.3,43.7,52.4,58.2,NA
